"filename", "language", "JSON", "JSON with Comments", "JavaScript", "CSS", "TypeScript", "XML", "wxml", "comment", "blank", "total"
"d:\CodeForEverthing\codeforwepro\miniprogram-1\.eslintrc.js", "JavaScript", 0, 0, -25, 0, 0, 0, 0, -6, -1, -32
"d:\CodeForEverthing\codeforwepro\miniprogram-1\miniprogram\app.json", "JSON", -63, 0, 0, 0, 0, 0, 0, 0, 0, -63
"d:\CodeForEverthing\codeforwepro\miniprogram-1\miniprogram\app.ts", "TypeScript", 0, 0, 0, 0, -27, 0, 0, -5, -2, -34
"d:\CodeForEverthing\codeforwepro\miniprogram-1\miniprogram\app.wxss", "CSS", 0, 0, 0, -9, 0, 0, 0, -1, 0, -10
"d:\CodeForEverthing\codeforwepro\miniprogram-1\miniprogram\conponents\cart-goods\cart-goods.json", "JSON", -6, 0, 0, 0, 0, 0, 0, 0, -1, -7
"d:\CodeForEverthing\codeforwepro\miniprogram-1\miniprogram\conponents\cart-goods\cart-goods.ts", "TypeScript", 0, 0, 0, 0, -353, 0, 0, -28, -24, -405
"d:\CodeForEverthing\codeforwepro\miniprogram-1\miniprogram\conponents\cart-goods\cart-goods.wxml", "wxml", 0, 0, 0, 0, 0, 0, -13, 0, -2, -15
"d:\CodeForEverthing\codeforwepro\miniprogram-1\miniprogram\conponents\cart-goods\cart-goods.wxss", "CSS", 0, 0, 0, -44, 0, 0, 0, 0, 0, -44
"d:\CodeForEverthing\codeforwepro\miniprogram-1\miniprogram\conponents\goods\goods.json", "JSON", -6, 0, 0, 0, 0, 0, 0, 0, -1, -7
"d:\CodeForEverthing\codeforwepro\miniprogram-1\miniprogram\conponents\goods\goods.ts", "TypeScript", 0, 0, 0, 0, -355, 0, 0, -28, -24, -407
"d:\CodeForEverthing\codeforwepro\miniprogram-1\miniprogram\conponents\goods\goods.wxml", "wxml", 0, 0, 0, 0, 0, 0, -14, 0, -1, -15
"d:\CodeForEverthing\codeforwepro\miniprogram-1\miniprogram\conponents\goods\goods.wxss", "CSS", 0, 0, 0, -67, 0, 0, 0, -1, -1, -69
"d:\CodeForEverthing\codeforwepro\miniprogram-1\miniprogram\conponents\shop-goods\shop-goods.json", "JSON", -6, 0, 0, 0, 0, 0, 0, 0, -1, -7
"d:\CodeForEverthing\codeforwepro\miniprogram-1\miniprogram\conponents\shop-goods\shop-goods.ts", "TypeScript", 0, 0, 0, 0, -355, 0, 0, -28, -23, -406
"d:\CodeForEverthing\codeforwepro\miniprogram-1\miniprogram\conponents\shop-goods\shop-goods.wxml", "wxml", 0, 0, 0, 0, 0, 0, -12, 0, -2, -14
"d:\CodeForEverthing\codeforwepro\miniprogram-1\miniprogram\conponents\shop-goods\shop-goods.wxss", "CSS", 0, 0, 0, -59, 0, 0, 0, -1, -1, -61
"d:\CodeForEverthing\codeforwepro\miniprogram-1\miniprogram\icons\二手购物.svg", "XML", 0, 0, 0, 0, 0, -1, 0, 0, 0, -1
"d:\CodeForEverthing\codeforwepro\miniprogram-1\miniprogram\icons\前往书架.svg", "XML", 0, 0, 0, 0, 0, -1, 0, 0, 0, -1
"d:\CodeForEverthing\codeforwepro\miniprogram-1\miniprogram\icons\咸菜1.svg", "XML", 0, 0, 0, 0, 0, -1, 0, 0, 0, -1
"d:\CodeForEverthing\codeforwepro\miniprogram-1\miniprogram\icons\头像5.svg", "XML", 0, 0, 0, 0, 0, -1, 0, 0, 0, -1
"d:\CodeForEverthing\codeforwepro\miniprogram-1\miniprogram\icons\收书.svg", "XML", 0, 0, 0, 0, 0, -1, 0, 0, 0, -1
"d:\CodeForEverthing\codeforwepro\miniprogram-1\miniprogram\icons\编辑资料.svg", "XML", 0, 0, 0, 0, 0, -1, 0, 0, 0, -1
"d:\CodeForEverthing\codeforwepro\miniprogram-1\miniprogram\miniprogram_npm\@tencentcloud\chat-uikit-wechat\index.js", "JavaScript", 0, 0, -177, 0, 0, 0, 0, -14, -8, -199
"d:\CodeForEverthing\codeforwepro\miniprogram-1\miniprogram\miniprogram_npm\accepts\index.js", "JavaScript", 0, 0, -94, 0, 0, 0, 0, -121, -36, -251
"d:\CodeForEverthing\codeforwepro\miniprogram-1\miniprogram\miniprogram_npm\array-flatten\index.js", "JavaScript", 0, 0, -39, 0, 0, 0, 0, -27, -11, -77
"d:\CodeForEverthing\codeforwepro\miniprogram-1\miniprogram\miniprogram_npm\body-parser\index.js", "JavaScript", 0, 0, -617, 0, 0, 0, 0, -317, -197, -1131
"d:\CodeForEverthing\codeforwepro\miniprogram-1\miniprogram\miniprogram_npm\bytes\index.js", "JavaScript", 0, 0, -94, 0, 0, 0, 0, -60, -29, -183
"d:\CodeForEverthing\codeforwepro\miniprogram-1\miniprogram\miniprogram_npm\call-bind\index.js", "JavaScript", 0, 0, -47, 0, 0, 0, 0, -4, -9, -60
"d:\CodeForEverthing\codeforwepro\miniprogram-1\miniprogram\miniprogram_npm\content-disposition\index.js", "JavaScript", 0, 0, -180, 0, 0, 0, 0, -201, -90, -471
"d:\CodeForEverthing\codeforwepro\miniprogram-1\miniprogram\miniprogram_npm\content-type\index.js", "JavaScript", 0, 0, -111, 0, 0, 0, 0, -81, -46, -238
"d:\CodeForEverthing\codeforwepro\miniprogram-1\miniprogram\miniprogram_npm\cookie-signature\index.js", "JavaScript", 0, 0, -30, 0, 0, 0, 0, -25, -9, -64
"d:\CodeForEverthing\codeforwepro\miniprogram-1\miniprogram\miniprogram_npm\cookie\index.js", "JavaScript", 0, 0, -151, 0, 0, 0, 0, -78, -54, -283
"d:\CodeForEverthing\codeforwepro\miniprogram-1\miniprogram\miniprogram_npm\debug\index.js", "JavaScript", 0, 0, -326, 0, 0, 0, 0, -223, -118, -667
"d:\CodeForEverthing\codeforwepro\miniprogram-1\miniprogram\miniprogram_npm\depd\index.js", "JavaScript", 0, 0, -320, 0, 0, 0, 0, -108, -123, -551
"d:\CodeForEverthing\codeforwepro\miniprogram-1\miniprogram\miniprogram_npm\destroy\index.js", "JavaScript", 0, 0, -96, 0, 0, 0, 0, -92, -34, -222
"d:\CodeForEverthing\codeforwepro\miniprogram-1\miniprogram\miniprogram_npm\ee-first\index.js", "JavaScript", 0, 0, -61, 0, 0, 0, 0, -25, -22, -108
"d:\CodeForEverthing\codeforwepro\miniprogram-1\miniprogram\miniprogram_npm\encodeurl\index.js", "JavaScript", 0, 0, -19, 0, 0, 0, 0, -41, -13, -73
"d:\CodeForEverthing\codeforwepro\miniprogram-1\miniprogram\miniprogram_npm\escape-html\index.js", "JavaScript", 0, 0, -52, 0, 0, 0, 0, -24, -15, -91
"d:\CodeForEverthing\codeforwepro\miniprogram-1\miniprogram\miniprogram_npm\etag\index.js", "JavaScript", 0, 0, -61, 0, 0, 0, 0, -57, -26, -144
"d:\CodeForEverthing\codeforwepro\miniprogram-1\miniprogram\miniprogram_npm\express\index.js", "JavaScript", 0, 0, -1887, 0, 0, 0, 0, -1599, -697, -4183
"d:\CodeForEverthing\codeforwepro\miniprogram-1\miniprogram\miniprogram_npm\finalhandler\index.js", "JavaScript", 0, 0, -162, 0, 0, 0, 0, -124, -63, -349
"d:\CodeForEverthing\codeforwepro\miniprogram-1\miniprogram\miniprogram_npm\forwarded\index.js", "JavaScript", 0, 0, -52, 0, 0, 0, 0, -35, -16, -103
"d:\CodeForEverthing\codeforwepro\miniprogram-1\miniprogram\miniprogram_npm\fresh\index.js", "JavaScript", 0, 0, -78, 0, 0, 0, 0, -46, -26, -150
"d:\CodeForEverthing\codeforwepro\miniprogram-1\miniprogram\miniprogram_npm\function-bind\index.js", "JavaScript", 0, 0, -56, 0, 0, 0, 0, -3, -14, -73
"d:\CodeForEverthing\codeforwepro\miniprogram-1\miniprogram\miniprogram_npm\get-intrinsic\index.js", "JavaScript", 0, 0, -317, 0, 0, 0, 0, -15, -32, -364
"d:\CodeForEverthing\codeforwepro\miniprogram-1\miniprogram\miniprogram_npm\has-proto\index.js", "JavaScript", 0, 0, -17, 0, 0, 0, 0, -2, -5, -24
"d:\CodeForEverthing\codeforwepro\miniprogram-1\miniprogram\miniprogram_npm\has-symbols\index.js", "JavaScript", 0, 0, -44, 0, 0, 0, 0, -9, -18, -71
"d:\CodeForEverthing\codeforwepro\miniprogram-1\miniprogram\miniprogram_npm\has\index.js", "JavaScript", 0, 0, -12, 0, 0, 0, 0, -2, -4, -18
"d:\CodeForEverthing\codeforwepro\miniprogram-1\miniprogram\miniprogram_npm\http-errors\index.js", "JavaScript", 0, 0, -174, 0, 0, 0, 0, -70, -58, -302
"d:\CodeForEverthing\codeforwepro\miniprogram-1\miniprogram\miniprogram_npm\iconv-lite\index.js", "JavaScript", 0, 0, -3194, 0, 0, 0, 0, -266, -458, -3918
"d:\CodeForEverthing\codeforwepro\miniprogram-1\miniprogram\miniprogram_npm\inherits\index.js", "JavaScript", 0, 0, -44, 0, 0, 0, 0, -6, -2, -52
"d:\CodeForEverthing\codeforwepro\miniprogram-1\miniprogram\miniprogram_npm\ipaddr.js\index.js", "JavaScript", 0, 0, -626, 0, 0, 0, 0, -2, -58, -686
"d:\CodeForEverthing\codeforwepro\miniprogram-1\miniprogram\miniprogram_npm\media-typer\index.js", "JavaScript", 0, 0, -132, 0, 0, 0, 0, -102, -49, -283
"d:\CodeForEverthing\codeforwepro\miniprogram-1\miniprogram\miniprogram_npm\merge-descriptors\index.js", "JavaScript", 0, 0, -31, 0, 0, 0, 0, -28, -14, -73
"d:\CodeForEverthing\codeforwepro\miniprogram-1\miniprogram\miniprogram_npm\methods\index.js", "JavaScript", 0, 0, -47, 0, 0, 0, 0, -24, -11, -82
"d:\CodeForEverthing\codeforwepro\miniprogram-1\miniprogram\miniprogram_npm\mime-db\index.js", "JavaScript", 0, 0, -8532, 0, 0, 0, 0, -11, -4, -8547
"d:\CodeForEverthing\codeforwepro\miniprogram-1\miniprogram\miniprogram_npm\mime-types\index.js", "JavaScript", 0, 0, -98, 0, 0, 0, 0, -61, -42, -201
"d:\CodeForEverthing\codeforwepro\miniprogram-1\miniprogram\miniprogram_npm\mime\index.js", "JavaScript", 0, 0, -64, 0, 0, 0, 0, -40, -20, -124
"d:\CodeForEverthing\codeforwepro\miniprogram-1\miniprogram\miniprogram_npm\ms\index.js", "JavaScript", 0, 0, -111, 0, 0, 0, 0, -42, -12, -165
"d:\CodeForEverthing\codeforwepro\miniprogram-1\miniprogram\miniprogram_npm\negotiator\index.js", "JavaScript", 0, 0, -481, 0, 0, 0, 0, -263, -189, -933
"d:\CodeForEverthing\codeforwepro\miniprogram-1\miniprogram\miniprogram_npm\object-inspect\index.js", "JavaScript", 0, 0, -487, 0, 0, 0, 0, -6, -40, -533
"d:\CodeForEverthing\codeforwepro\miniprogram-1\miniprogram\miniprogram_npm\on-finished\index.js", "JavaScript", 0, 0, -107, 0, 0, 0, 0, -90, -50, -247
"d:\CodeForEverthing\codeforwepro\miniprogram-1\miniprogram\miniprogram_npm\parseurl\index.js", "JavaScript", 0, 0, -86, 0, 0, 0, 0, -54, -31, -171
"d:\CodeForEverthing\codeforwepro\miniprogram-1\miniprogram\miniprogram_npm\path-to-regexp\index.js", "JavaScript", 0, 0, -90, 0, 0, 0, 0, -29, -23, -142
"d:\CodeForEverthing\codeforwepro\miniprogram-1\miniprogram\miniprogram_npm\proxy-addr\index.js", "JavaScript", 0, 0, -178, 0, 0, 0, 0, -94, -68, -340
"d:\CodeForEverthing\codeforwepro\miniprogram-1\miniprogram\miniprogram_npm\qs\index.js", "JavaScript", 0, 0, -727, 0, 0, 0, 0, -28, -145, -900
"d:\CodeForEverthing\codeforwepro\miniprogram-1\miniprogram\miniprogram_npm\range-parser\index.js", "JavaScript", 0, 0, -86, 0, 0, 0, 0, -55, -34, -175
"d:\CodeForEverthing\codeforwepro\miniprogram-1\miniprogram\miniprogram_npm\raw-body\index.js", "JavaScript", 0, 0, -195, 0, 0, 0, 0, -87, -60, -342
"d:\CodeForEverthing\codeforwepro\miniprogram-1\miniprogram\miniprogram_npm\safe-buffer\index.js", "JavaScript", 0, 0, -62, 0, 0, 0, 0, -7, -9, -78
"d:\CodeForEverthing\codeforwepro\miniprogram-1\miniprogram\miniprogram_npm\safer-buffer\index.js", "JavaScript", 0, 0, -71, 0, 0, 0, 0, -5, -14, -90
"d:\CodeForEverthing\codeforwepro\miniprogram-1\miniprogram\miniprogram_npm\send\index.js", "JavaScript", 0, 0, -600, 0, 0, 0, 0, -356, -200, -1156
"d:\CodeForEverthing\codeforwepro\miniprogram-1\miniprogram\miniprogram_npm\serve-static\index.js", "JavaScript", 0, 0, -122, 0, 0, 0, 0, -61, -40, -223
"d:\CodeForEverthing\codeforwepro\miniprogram-1\miniprogram\miniprogram_npm\setprototypeof\index.js", "JavaScript", 0, 0, -23, 0, 0, 0, 0, -3, -4, -30
"d:\CodeForEverthing\codeforwepro\miniprogram-1\miniprogram\miniprogram_npm\side-channel\index.js", "JavaScript", 0, 0, -113, 0, 0, 0, 0, -16, -8, -137
"d:\CodeForEverthing\codeforwepro\miniprogram-1\miniprogram\miniprogram_npm\statuses\index.js", "JavaScript", 0, 0, -141, 0, 0, 0, 0, -53, -33, -227
"d:\CodeForEverthing\codeforwepro\miniprogram-1\miniprogram\miniprogram_npm\tim-profanity-filter-plugin\index.js", "JavaScript", 0, 0, -13, 0, 0, 0, 0, -14, -1, -28
"d:\CodeForEverthing\codeforwepro\miniprogram-1\miniprogram\miniprogram_npm\tim-upload-plugin\index.js", "JavaScript", 0, 0, -11, 0, 0, 0, 0, -2, -1, -14
"d:\CodeForEverthing\codeforwepro\miniprogram-1\miniprogram\miniprogram_npm\tim-wx-sdk\index.js", "JavaScript", 0, 0, -11, 0, 0, 0, 0, -2, -1, -14
"d:\CodeForEverthing\codeforwepro\miniprogram-1\miniprogram\miniprogram_npm\toidentifier\index.js", "JavaScript", 0, 0, -20, 0, 0, 0, 0, -18, -7, -45
"d:\CodeForEverthing\codeforwepro\miniprogram-1\miniprogram\miniprogram_npm\type-is\index.js", "JavaScript", 0, 0, -107, 0, 0, 0, 0, -132, -40, -279
"d:\CodeForEverthing\codeforwepro\miniprogram-1\miniprogram\miniprogram_npm\unpipe\index.js", "JavaScript", 0, 0, -41, 0, 0, 0, 0, -24, -17, -82
"d:\CodeForEverthing\codeforwepro\miniprogram-1\miniprogram\miniprogram_npm\utils-merge\index.js", "JavaScript", 0, 0, -18, 0, 0, 0, 0, -16, -2, -36
"d:\CodeForEverthing\codeforwepro\miniprogram-1\miniprogram\miniprogram_npm\vary\index.js", "JavaScript", 0, 0, -82, 0, 0, 0, 0, -53, -27, -162
"d:\CodeForEverthing\codeforwepro\miniprogram-1\miniprogram\pages\Bookshell\Bookshell.json", "JSON", -5, 0, 0, 0, 0, 0, 0, 0, 0, -5
"d:\CodeForEverthing\codeforwepro\miniprogram-1\miniprogram\pages\Bookshell\Bookshell.ts", "TypeScript", 0, 0, 0, 0, -149, 0, 0, -37, -21, -207
"d:\CodeForEverthing\codeforwepro\miniprogram-1\miniprogram\pages\Bookshell\Bookshell.wxml", "wxml", 0, 0, 0, 0, 0, 0, -28, 0, 0, -28
"d:\CodeForEverthing\codeforwepro\miniprogram-1\miniprogram\pages\Bookshell\Bookshell.wxss", "CSS", 0, 0, 0, -43, 0, 0, 0, -3, -6, -52
"d:\CodeForEverthing\codeforwepro\miniprogram-1\miniprogram\pages\ChangeSelf\ChangeSelf.json", "JSON", -3, 0, 0, 0, 0, 0, 0, 0, 0, -3
"d:\CodeForEverthing\codeforwepro\miniprogram-1\miniprogram\pages\ChangeSelf\ChangeSelf.ts", "TypeScript", 0, 0, 0, 0, -39, 0, 0, -29, -18, -86
"d:\CodeForEverthing\codeforwepro\miniprogram-1\miniprogram\pages\ChangeSelf\ChangeSelf.wxml", "wxml", 0, 0, 0, 0, 0, 0, -2, 0, 0, -2
"d:\CodeForEverthing\codeforwepro\miniprogram-1\miniprogram\pages\ChangeSelf\ChangeSelf.wxss", "CSS", 0, 0, 0, 0, 0, 0, 0, -1, 0, -1
"d:\CodeForEverthing\codeforwepro\miniprogram-1\miniprogram\pages\good\good.json", "JSON", -3, 0, 0, 0, 0, 0, 0, 0, -1, -4
"d:\CodeForEverthing\codeforwepro\miniprogram-1\miniprogram\pages\good\good.ts", "TypeScript", 0, 0, 0, 0, -109, 0, 0, -36, -20, -165
"d:\CodeForEverthing\codeforwepro\miniprogram-1\miniprogram\pages\good\good.wxml", "wxml", 0, 0, 0, 0, 0, 0, -24, 0, -1, -25
"d:\CodeForEverthing\codeforwepro\miniprogram-1\miniprogram\pages\good\good.wxss", "CSS", 0, 0, 0, -32, 0, 0, 0, -2, -6, -40
"d:\CodeForEverthing\codeforwepro\miniprogram-1\miniprogram\pages\index\index.json", "JSON", -3, 0, 0, 0, 0, 0, 0, 0, 0, -3
"d:\CodeForEverthing\codeforwepro\miniprogram-1\miniprogram\pages\index\index.ts", "TypeScript", 0, 0, 0, 0, -20, 0, 0, -28, -18, -66
"d:\CodeForEverthing\codeforwepro\miniprogram-1\miniprogram\pages\index\index.wxml", "wxml", 0, 0, 0, 0, 0, 0, 0, 0, -2, -2
"d:\CodeForEverthing\codeforwepro\miniprogram-1\miniprogram\pages\index\index.wxss", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, -1, -1
"d:\CodeForEverthing\codeforwepro\miniprogram-1\miniprogram\pages\logs\logs.json", "JSON", -4, 0, 0, 0, 0, 0, 0, 0, 0, -4
"d:\CodeForEverthing\codeforwepro\miniprogram-1\miniprogram\pages\logs\logs.ts", "TypeScript", 0, 0, 0, 0, -16, 0, 0, -2, -2, -20
"d:\CodeForEverthing\codeforwepro\miniprogram-1\miniprogram\pages\logs\logs.wxml", "wxml", 0, 0, 0, 0, 0, 0, -6, 0, -1, -7
"d:\CodeForEverthing\codeforwepro\miniprogram-1\miniprogram\pages\logs\logs.wxss", "CSS", 0, 0, 0, -8, 0, 0, 0, 0, -1, -9
"d:\CodeForEverthing\codeforwepro\miniprogram-1\miniprogram\pages\个人资料设置页面\个人资料设置页面.json", "JSON", -3, 0, 0, 0, 0, 0, 0, 0, 0, -3
